time,date,,News Headlines
2.15 pm , 13-07-2012,CNBC-TV18,"Infosys, HCL, Wipro looks weak in IT space: Sharma  "
1.04 pm , 13-07-2012,Moneycontrol.com,"Here's how analysts view Infosys, TCS Q1 results  "
1.34 pm , 21-08-2012,PTI,'Infosys victory may deter copycat lawsuits'  
10.44 am , 21-08-2012,Moneycontrol.com,"Sukhani's view on Infosys, Tata Power, Tata Motors  "
8.56 am , 21-08-2012,CNBC-TV18,"Buy Infosys, says Sudarshan Sukhani  "
8.40 am , 21-08-2012,PTI,US court dismisses harassment case against Infosys  
3.13 pm , 16-08-2012,CNBC-TV18,Infosys US visa case pushed to next month  
8.44 pm , 10-08-2012,CNBC-TV18,Infosys concludes internal probe on harassment allegations  
5.41 pm , 09-08-2012,CNBC-TV18,Infosys bags Rs 700cr project from India Post  
1.30 pm , 09-08-2012,CNBC-TV18,Edelweiss lists 4 stocks you should bet on post results  
12.46 pm , 09-08-2012,Moneycontrol.com,"Infosys, Lakshmi Machine top trading picks: GEPL Capital  "
12.46 pm , 09-08-2012,Moneycontrol.com,Another ex-employee files suit against Infosys in US  
10.18 pm , 07-08-2012,CNBC-TV18,Plot thickens: Infosys alleges Palmer forged documents  
9.51 am , 27-07-2012,CNBC-TV18,"Below Rs 207, Tata Motors may test Rs 180-185: Manghnani  "
11.33 am , 26-07-2012,CNBC-TV18,Infosys can test Rs 2260: Nomura  
10.49 am , 26-07-2012,CNBC-TV18,HCL Tech remains top pick with target of Rs 630: Nomura  
9.36 pm , 24-07-2012,Moneycontrol.com,Palmer vs Infosys mediation begins today  
5.43 pm , 24-07-2012,PTI,"Infosys to hire 2,000 people in US by year-end  "
12.41 pm , 24-07-2012,Moneycontrol.com,Hold Infosys  target of Rs 2519: R K Global 
11.24 am , 24-07-2012,Moneycontrol.com,Infosys to expand its US operations with a new delivery center in Wisconsin  
8.26 am , 24-07-2012,Reuters,"Wipro's quarterly profit rises 18%, meets forecast  "
4.31 pm , 21-07-2012,Moneycontrol.com,Infosys an underperformer: Way2Wealth  
12.24 pm , 10-09-2012,Moneycontrol.com,"Buy Infosys, target of Rs 2850: Prabhudas Lilladher  "
10.51 am , 10-09-2012,CNBC-TV18,Infy's Swiss co buy a step in right direction: Ambit Cap  
10.47 am , 10-09-2012,CNBC-TV18,SP Tulsian positive on Infosys  
9.00 am , 10-09-2012,Moneycontrol.com,Infosys to buy Zurich-based Lodestone Holding at USD 350 m  
6.42 pm , 07-09-2012,CNBC-TV18,"Scouting for acquisitions in product, platform biz: Infosys  "
8.42 am , 07-09-2012,Reuters,"Plan in place for struggling Infosys, but no quick returns  "
5.45 pm , 05-09-2012,PTI,"Infosys BPO to recruit 8,000 more this year  "
7.16 pm , 04-09-2012,Reuters,'Infosys open to acquisitions exceeding 10% of its revenue'  
7.04 pm , 30-08-2012,CNBC-TV18,Buy Reliance Inds on dips  sell Infosys on rally: Bhamre 
5.36 pm , 30-08-2012,CNBC-TV18,Company focusing on big acquisitions for growth: Infosys  
2.53 pm , 30-08-2012,PTI,"KV Kamath disagrees with SBI chief, says CRR isn't an issue  "
8.20 pm , 24-08-2012,CNBC-TV18,"Industry leaders voice concern on growth target, reforms  "
11.46 am , 24-08-2012,Reuters,"Stay cautious on Infosys, BofA-Merrill warns  "
8.07 pm , 23-08-2012,PTI,Biz sentiment in US better than Europe: Infosys  
6.14 pm , 23-08-2012,CNBC-TV18,"Infosys top pick in IT space, says Dilip Bhat  "
11.59 am , 23-08-2012,Moneycontrol.com,Buy Infosys  target of Rs 2850: Prabhudas Lilladher 
11.16 am , 22-08-2012,CNBC-TV18,Book profits in Infosys between Rs 2440-2550: Manghnani  
10.14 am , 22-08-2012,Moneycontrol.com,Buy Infosys  target of Rs 2850: Prabhudas Lilladher 
7.07 pm , 21-08-2012,CNBC-TV18,"Exit Infosys at current levels, says Baliga  "
4.13 pm , 21-08-2012,Reuters,Second whistleblower claims also unfounded: Infosys  
10.49 pm , 28-09-2012,CNBC-TV18,India Inc credits Chidu for reforms  stress implementation 
9.04 pm , 28-09-2012,PTI,Narayana Murthy to exit HSBC board  
5.02 pm , 24-09-2012,CNBC-TV18,"Exit ONGC around Rs 295- 300 levels, says Baliga  "
12.08 pm , 24-09-2012,Moneycontrol.com,Infosys fixes Oct 19 as record date for interim dividend  
10.39 am , 24-09-2012,CNBC-TV18,"Infosys has target of Rs 2520-2510, says Thukral  "
5.04 pm , 20-09-2012,CNBC-TV18,"Infosys a good defensive bet, says Dilip Bhat  "
9.56 am , 18-09-2012,Reuters,"BofA-ML upgrades Infosys, Tech Mahindra to 'buy'  "
2.27 pm , 13-09-2012,Moneycontrol.com,Hold Infosys  target of Rs 2519: R K Global 
9.30 am , 13-09-2012,CNBC-TV18,"Stock view: Ambareesh Baliga's advice on Tata Motors, Infy  "
8.58 am , 12-09-2012,Moneycontrol.com,"Sell Infosys, buy Infinite Computer: GEPL Capital  "
7.32 pm , 11-09-2012,CNBC-TV18,Buy Infosys with a target of Rs 2600-2650: Kulkarni  
2.22 pm , 11-09-2012,Moneycontrol.com,Sell Infosys at current level: Mehta  
2.12 pm , 11-09-2012,Moneycontrol.com,Hold Infosys  target of Rs 2720: Sushil Finance 
1.26 pm , 11-09-2012,Moneycontrol.com,Sell Infosys  target of Rs 2363: Nirmal Bang 
10.27 am , 11-09-2012,CNBC-TV18,"Short Infosys, says Siddharth Bhamre  "
6.23 pm , 10-09-2012,Moneycontrol.com,Alpha Trade: Buy Infy Sept fut  Sell Nifty says ICICIdirect 
2.28 pm , 10-09-2012,Moneycontrol.com,Lodestone buy driven by need to balance portfolio: Infosys  
1.40 pm , 10-09-2012,Moneycontrol.com,Infosys to acquire Lodestone Holding AG  
12.54 pm , 10-09-2012,Moneycontrol.com,"Hold Infosys; exit Pantaloon, JSPL: Sukhani  "
12.36 pm , 10-09-2012,CNBC-TV18,Lodestone is a good strategic fit for Infosys: JM Financial  
11.27 am , 11-10-2012,Moneycontrol.com,Infosys Q2 PAT seen up 4.9% at Rs 2401cr: MOSt  
11.24 am , 11-10-2012,CNBC-TV18,Infy may revise EPS guidance to Rs 164 for FY13: Kotak  
11.17 am , 11-10-2012,Moneycontrol.com,Infosys Q2 PAT seen up 4% at Rs 2377 cr: KRChoksey  
11.07 am , 11-10-2012,Moneycontrol.com,Infosys Q2 PAT seen dn 0.4% at Rs 2279cr: ICICI Direct.com  
10.56 am , 11-10-2012,Moneycontrol.com,Infosys Q2 PAT seen up 6.6% at Rs 2439cr: Kotak Securities  
10.50 am , 11-10-2012,Moneycontrol.com,Infosys Q2 PAT seen flat at Rs 2293cr: Prabhudas Lilladher  
9.59 am , 11-10-2012,CNBC-TV18,Infosys Q2: Analysts see 3% growth in Q2 profit & revenues  
6.13 pm , 10-10-2012,CNBC-TV18,Grant Thornton India sees dip in M&A  activities 
6.50 pm , 09-10-2012,Moneycontrol.com,Emkay expects inline Q2 qtr from Tier I IT services  
6.16 pm , 09-10-2012,Moneycontrol.com,"Angel expects TCS,HCL Tech to lead growth in tier-I IT pack  "
5.52 pm , 09-10-2012,Moneycontrol.com,IT sector Q2 results preview: Dolat Capital  
4.32 pm , 09-10-2012,CNBC-TV18,"Wary of IT sector; Bet on L&T;, HDIL & cable-TV cos: Tulsian  "
2.52 pm , 09-10-2012,Reuters,Infosys September-quarter profit seen up 24.9%  
11.11 am , 05-10-2012,Moneycontrol.com,"Macro woes, margin pressure to drag IT firms' Q2 earnings  "
1.44 pm , 04-10-2012,CNBC-TV18,"Q2FY13: IT firms to post muted results, says Emkay Global  "
10.52 am , 04-10-2012,Moneycontrol.com,"HSBC downgrades TCS, HCL Tech to 'neutral'  "
10.40 am , 04-10-2012,CNBC-TV18,"See lower levels in Wipro, says Jai Bala  "
2.46 pm , 03-10-2012,Reuters,Infosys falls  rupee sparks outlook fears 
2.27 pm , 01-10-2012,Moneycontrol.com,Book profit in Infosys: Agarwal  
1.43 pm , 30-09-2012,PTI,Infosys entry will give WB's image a fillip: Nasscom  
11.12 am , 12-10-2012,Reuters,Infosys shares recoups losses after clarification  
11.08 am , 12-10-2012,CNBC-TV18,"Infy Q2 disappoints, stock to settle at Rs 2200-2300: IIFL  "
10.52 am , 12-10-2012,Moneycontrol.com,Infosys board declares interim dividend of Rs 15  
10.52 am , 12-10-2012,Moneycontrol.com,Infosys cons Q2 net profit at Rs 2369 crore versus Rs 1906 crore  
10.09 am , 12-10-2012,Moneycontrol.com,"Infosys Q2: Management views on pricing, deals, clients, guidance  "
10.08 am , 12-10-2012,CNBC-TV18,"Infosys Q2: Stock may slip to last quarter lows, cautions Nilesh Shah  "
10.01 am , 12-10-2012,CNBC-TV18,"Infosys Q2: Looks like biz is under serious pressure, says Kotak Instl  "
9.46 am , 12-10-2012,Moneycontrol.com,"TCS, HCL Tech, Wipro open lower post Infosys results  "
9.26 am , 12-10-2012,Moneycontrol.com,"Bala to head Infosys BPO arm, Finacle; Bansal to be new CFO  "
9.17 am , 12-10-2012,Moneycontrol.com,"Infosys Q2 results inline, Bala to head BPO arm; stk slips  "
9.16 am , 12-10-2012,Reuters,Expert views on Infosys Q2 results  
8.43 am , 12-10-2012,Moneycontrol.com,Infosys Q2 net up 24% YoY  shrs sink on poor guidance 
3.12 am , 12-10-2012,Reuters,Infy net to up 25% as global clients look to squeeze costs  
7.08 pm , 11-10-2012,CNBC-TV18,"Infosys may rally to Rs 2700, says Kulkarni  "
2.28 pm , 11-10-2012,Moneycontrol.com,Don't take fresh call in Infosys: Rikesh Parikh  
1.27 pm , 11-10-2012,Moneycontrol.com,Exit Infosys at current level: Merani  
12.28 pm , 11-10-2012,CNBC-TV18,Infosys Q2 EBIT seen up 6% at Rs 2854 cr  
11.59 am , 11-10-2012,Moneycontrol.com,Will Infosys cut FY13 EPS guidance?  
11.40 am , 11-10-2012,Moneycontrol.com,Infosys Q2 PAT seen up 4% at Rs 2386cr: Emkay  
11.35 am , 11-10-2012,Moneycontrol.com,Infosys Q2 PAT seen up 1% at Rs 2314cr: Angel Broking  
5.17 pm , 17-10-2012,PTI,IT space needs new products to meet $300bn target: Infosys  
3.30 pm , 16-10-2012,Moneycontrol.com,Hold Infosys  target of Rs 2565: R K Global 
12.56 pm , 16-10-2012,Moneycontrol.com,Reduce Infosys  target of Rs 2352: KRChoksey 
11.31 am , 16-10-2012,Moneycontrol.com,Buy Infosys  target of Rs 2800: Motilal Oswal 
7.11 pm , 15-10-2012,CNBC-TV18,"Infosys an underperformer, may slip to Rs 2200: Baliga  "
2.02 pm , 15-10-2012,CNBC-TV18,"After dismal Infy Q2 results, will other IT cos click?   "
12.05 pm , 15-10-2012,Moneycontrol.com,Accumulate Infosys  target of Rs 2573: Angel Broking 
12.02 pm , 15-10-2012,Moneycontrol.com,Buy Infosys  target of Rs 2900: PLilladher 
9.49 am , 15-10-2012,CNBC-TV18,"Buy Infosys on dips, says Sudarshan Sukhani  "
11.01 am , 13-10-2012,Moneycontrol.com,Hold Infosys  target of Rs 2700: SPA Research 
11.00 am , 13-10-2012,Moneycontrol.com,Reduce Infosys  target of Rs 2357: Asit C. Mehta 
10.50 am , 13-10-2012,Moneycontrol.com,Accumulate Infosys  target of Rs 2710: Dolat Capital 
10.45 am , 13-10-2012,Moneycontrol.com,Accumulate Infosys  target of Rs 2575: Emkay 
7.12 pm , 12-10-2012,CNBC-TV18,Buy Infosys at current levels: Dipan Mehta  
4.58 pm , 12-10-2012,Moneycontrol.com,How do analysts view Infosys Q2 results?  
3.28 pm , 12-10-2012,PTI,Infosys to raise salaries of Indian employees by 6%  
3.13 pm , 12-10-2012,Moneycontrol.com,Infosys may slip to Rs 2220-2240: Murlidharan  
1.55 pm , 12-10-2012,Moneycontrol.com,Is Infosys grooming CFO Balakrishnan for the top job?  
12.14 pm , 12-10-2012,Moneycontrol.com,"Infosys retains margin guidance, sees challenging times    "
11.33 am , 12-10-2012,CNBC-TV18,Need stability on management side of Infy biz: Moshe Katri  
5.34 pm , 12-11-2012,Moneycontrol.com,Buy or sell: Emkay's trading tips for Mahurat trading  
9.30 am , 09-11-2012,Moneycontrol.com,Infosys signs $ 50 mn contract with MCA  stock trades lower 
7.38 pm , 08-11-2012,PTI,Infosys bags about USD 50m deal from MCA  
7.23 pm , 08-11-2012,Moneycontrol.com,Infosys signs multi-year agreement with Ministry of Corporate Affairs  
4.39 pm , 08-11-2012,CNBC-TV18,"Buy Tata Motors, Infosys, TCS: Sukhani  "
10.16 pm , 07-11-2012,CNBC-TV18,"Indian IT cos cheer Obama's victory, but visa still a worry  "
10.01 pm , 07-11-2012,PTI,Cognizant maintains lead over Infosys  revenue at USD 1.9bn 
10.09 am , 07-11-2012,Moneycontrol.com,Lloyd's Register Group selects Infosys as Global Information System Transformation Partner  
8.00 pm , 06-11-2012,PTI,RBS acquires 29 lakh shares in 8 cos for Rs 352 cr  
1.02 pm , 06-11-2012,PTI,No donation given to Kejriwal for political work: Murthy  
1.43 pm , 05-11-2012,CNBC-TV18,"TCS downgraded to 'sell'; bet on Infy, HCL: CLSA  "
8.32 am , 02-11-2012,Reuters,"Wipro Q2 profit rises 24%, beats estimates  "
9.52 am , 01-11-2012,CNBC-TV18,"Atul Badkar bullish on Bharti Airtel, Infosys  "
3.02 pm , 24-10-2012,PTI,"'Airtel, Infosys, TCS among most sought after employers'  "
3.32 pm , 22-10-2012,Moneycontrol.com,Buy Infosys  target of Rs 2686: Firstcall Research 
11.12 am , 22-10-2012,Moneycontrol.com,Analysts raise TCS target price after strong Q2  
10.34 am , 22-10-2012,CNBC-TV18,Antique's view on IT sector post Q2 earnings  
6.02 pm , 19-10-2012,Moneycontrol.com,TCS tops expectations with 44% YoY rise in Q2 net profit  
12.49 pm , 19-10-2012,CNBC-TV18,"TCS, Wipro, Mindtree: Who will steal the show in Q2?  "
6.55 pm , 17-10-2012,Moneycontrol.com,Infosys wins 2012 Microsoft platform modernization award  
12.16 pm , 06-12-2012,Reuters,IT shares shares extend fall on outlook worries  
12.08 pm , 06-12-2012,Moneycontrol.com,Buy Infosys  target of Rs 2575: Emkay 
11.21 am , 06-12-2012,CNBC-TV18,Infosys can re-test Rs 2275: Hemant Thukral  
5.15 pm , 05-12-2012,PTI,Facebook to replace Infosys on Nasdaq 100 next Wednesday  
1.27 pm , 05-12-2012,CNBC-TV18,"Infy downgrade on no mgmt initiative, dull economy: Cowen  "
10.32 am , 05-12-2012,Moneycontrol.com,Infy falls 2% after losing pride of place in Nasdaq 100  
6.56 pm , 30-11-2012,PTI,Infosys plans to list ADS on NYSE Euronext  
6.50 pm , 30-11-2012,Moneycontrol.com,Infosys plans to list its ADS on NYSE Euronext  
4.56 pm , 29-11-2012,CNBC-TV18,"Diwan upbeat on RIL, Infosys, Natco Pharma  "
4.21 pm , 29-11-2012,Moneycontrol.com,Infosys named a leader in IDC MarketScape  
8.56 am , 27-11-2012,CNBC-TV18,Check out stocks for short term gain  
12.10 pm , 24-11-2012,CNBC-TV18,No acquisition plans in China  positive on Europe ops: TCS 
5.09 pm , 22-11-2012,PTI,IT sector likely to grow at 11% this fiscal: Infosys  
12.37 pm , 21-11-2012,CNBC-TV18,See IT sector growth closer to 11% in FY13: NASSCOM  
9.04 am , 21-11-2012,CNBC-TV18,6 intraday picks to make smart gains  
3.31 pm , 19-11-2012,Moneycontrol.com,Infosys launches 'India in a Box' for Japanese companies  
11.09 am , 19-11-2012,CNBC-TV18,"Buy Infosys on dips, says Hemant Thukral  "
9.32 am , 19-11-2012,CNBC-TV18,6 trading stocks for short term gain  
2.45 pm , 16-11-2012,CNBC-TV18,Infosys may rally to Rs 2420-2450: Kulkarni  
8.30 am , 15-11-2012,Moneycontrol.com,"Infosys, Microsoft, Gen-i partner to simplify Australian Cloud deployments  "
8.25 am , 19-12-2012,CNBC-TV18,Six intraday top picks for December 19  
4.37 pm , 18-12-2012,Moneycontrol.com,Infosys FinacleTM a leader among Global Banking Platforms  
5.39 pm , 17-12-2012,CNBC-TV18,Ambareesh Baliga negative on IT space  
2.09 pm , 17-12-2012,Reuters,Infosys may trim forecast again as US clients cut back  
7.40 pm , 14-12-2012,PTI,Ex-employee withdraws lawsuit against Infy after settlement  
12.04 pm , 14-12-2012,PTI,Japan's OSG selects Infosys CommerceEdge platform  
8.47 am , 14-12-2012,Moneycontrol.com,OSG Corp selects Infosys CommerceEdge to transform its e-commerce portal  
8.35 pm , 13-12-2012,PTI,Indian cos invest USD 2.31 billion overseas in November  
6.48 pm , 13-12-2012,PTI,Infosys is number one for corp governance: Report  
5.34 pm , 13-12-2012,CNBC-TV18,US likely to launch 4 big I-T deals  
3.01 pm , 13-12-2012,Moneycontrol.com,Infosys ranks No. 1 for its corporate governance  
8.51 am , 13-12-2012,Moneycontrol.com,Infosys ADS starts trading on NYSE  
9.21 pm , 12-12-2012,CNBC-TV18,"Europe strategic for Infy, London & Paris listing next: CEO  "
11.44 am , 12-12-2012,CNBC-TV18,Buy Infosys 2300 Put: VK Sharma  
9.17 am , 12-12-2012,CNBC-TV18,"Short Infosys, says Sudarshan Sukhani  "
9.21 pm , 07-12-2012,CNBC-TV18,Infosys may lower FY13 dollar guidance  
1.22 pm , 07-12-2012,Reuters,Infosys FY13 revenue outlook under threat: UBS  
12.18 pm , 07-12-2012,Moneycontrol.com,Infosys BPO wins 2012 Optimas Award for Managing Change  
6.21 pm , 06-12-2012,PTI,Infosys plans to roll out project for India Post in 2 yrs  
3.58 pm , 06-12-2012,CNBC-TV18,Stay away from Infosys: Sukhani  
6.08 pm , 31-12-2012,CNBC-TV18,"Infosys may slip to Rs 1975-2000, says Baliga  "
11.08 am , 29-12-2012,Moneycontrol.com,Mid-tier IT firms outperform big boys in 2012  
7.55 pm , 28-12-2012,CNBC-TV18,"Buying opportunities seen in Infosys, Wipro: Sukhani  "
5.00 pm , 28-12-2012,Moneycontrol.com,Year 2013: 11 stocks that can give you handsome returns   
2.24 pm , 28-12-2012,Reuters,Tata Motors best blue-chip performer in 2012  
9.11 am , 28-12-2012,CNBC-TV18,"Go long in Infosys, says Sudarshan Sukhani  "
2.32 pm , 27-12-2012,CNBC-TV18,"Agarwal advises to sell Infosys, TCS  "
1.13 pm , 27-12-2012,CNBC-TV18,"Buy Apollo Tyres, TCS, Infosys: Sukhani  "
9.29 am , 27-12-2012,Moneycontrol.com,Sell Infosys Jan Fut below Rs 2360: IIFL  
10.27 pm , 26-12-2012,PTI,Infosys to announce Q3 results on Jan 11  
7.37 pm , 26-12-2012,CNBC-TV18,Anand Tandon overweight IT sector  
1.34 pm , 26-12-2012,Moneycontrol.com,"Infosys Q3 results on Jan 11, 2013  "
6.28 pm , 24-12-2012,Moneycontrol.com,"Infosys cutting prices to boost volumes, says JP Morgan  "
10.51 am , 24-12-2012,PTI,'SCAM' to make 2013 a promising year for IT-BPO sector  
10.34 am , 22-12-2012,Moneycontrol.com,Heads up! Stocks you should trade next week  
12.42 pm , 21-12-2012,CNBC-TV18,"Short term traders don’t buy Infosys, TCS, Wipro: Sukhani  "
10.09 am , 21-12-2012,CNBC-TV18,"Buy Infosys around Rs 2300, says Sunidhi Securities  "
12.54 pm , 20-12-2012,Moneycontrol.com,"Buy Infosys Jan fut, sell Nifty Jan fut: ICICIdirect  "
9.54 am , 20-12-2012,CNBC-TV18,"Infosys a good medium term bet, says Atul Badkar  "
3.20 pm , 19-12-2012,PTI,IT would like RBI to look at interest rates: Infosys  
12.22 pm , 09-01-2013,Moneycontrol.com,Infosys Q3 PAT seen down 7% at Rs 2203.8cr: Kotak  
11.46 am , 09-01-2013,Moneycontrol.com,Infosys Q3 PAT seen down 10% at Rs 2135.6cr: Motilal Oswal  
10.42 am , 09-01-2013,CNBC-TV18,Infosys may slip to Rs 2100: Anil Manghnani  
10.02 am , 09-01-2013,CNBC-TV18,"Buy Infosys, says Sudarshan Sukhani  "
3.14 pm , 08-01-2013,CNBC-TV18,Short Larsen & Toubro: Vayalar  
11.47 am , 08-01-2013,Moneycontrol.com,Infosys Q3 PAT seen down 9% at Rs 2157cr: Angel  
11.12 am , 08-01-2013,CNBC-TV18,"Buy Infosys, TCS on dip: Bhamre  "
11.10 am , 08-01-2013,Moneycontrol.com,Cyclically IT sector Q3 likely to be weak: Angel  
1.30 pm , 07-01-2013,Moneycontrol.com,"Q3 preview: Weak client spend to hit IT, TCS seen gaining  "
12.14 pm , 07-01-2013,CNBC-TV18,Stay invested in Infosys: Sukhani  
11.33 am , 07-01-2013,CNBC-TV18,UBS India neutral on Infosys  
2.15 pm , 05-01-2013,Moneycontrol.com,"Indian IT to do better in FY14, bet on HCL Tech: Goldman  "
7.38 pm , 04-01-2013,CNBC-TV18,Infy Q3 results unlikely to be strong  but good buy: Tandon 
3.40 pm , 04-01-2013,CNBC-TV18,"Buy Bharti Airtel, Infosys, RIL: Sukhani  "
3.17 pm , 04-01-2013,PTI,Under-performers asked to leave may be less than 5000: Infy  
10.20 am , 04-01-2013,Reuters,"Infosys to fire up to 5,000 workers: Report  "
9.05 am , 04-01-2013,CNBC-TV18,Super Six stocks you can bet on Jan 4  
6.58 pm , 03-01-2013,Moneycontrol.com,Infosys prize 2012 honors finest minds in Science and Humanities  
9.58 am , 03-01-2013,Moneycontrol.com,Infosys rises on Bank of America buy report  
9.44 am , 02-01-2013,CNBC-TV18,2013 opens with optimism tinged with caution: CII  
11.57 am , 11-01-2013,Moneycontrol.com,IT sector Q3FY13 earning estimates: Motial Oswal  
11.12 am , 11-01-2013,Moneycontrol.com,"Infosys consolidated net profit at Rs 2369cr vs Rs 2372cr, YoY  "
11.08 am , 11-01-2013,CNBC-TV18,Europe looks good  won't clip pricing to drive rev: Infosys 
10.34 am , 11-01-2013,Reuters,Infosys expects FY operating margin of 26%: CFO  
9.52 am , 11-01-2013,CNBC-TV18,Buy Infosys for long term: Sukhani  
9.48 am , 11-01-2013,Moneycontrol.com,BSE IT Index up over 7% post Infosys ups FY13 guidance  
9.25 am , 11-01-2013,Moneycontrol.com,Infosys surprises with better-than-expected Q3  guidance up 
9.17 am , 11-01-2013,Moneycontrol.com,Infosys surges 10% on robust Q3 results  
9.13 am , 11-01-2013,CNBC-TV18,Infosys can test Rs 2600: Anil Manghnani  
9.10 am , 11-01-2013,Moneycontrol.com,Infosys surprises in Q3: Is this a turning point?  
8.10 am , 11-01-2013,CNBC-TV18,"Bull's eye: Buy TVS Motor, Suzlon, CMC, short Infosys  "
4.18 pm , 10-01-2013,Reuters,Infosys earnings may miss expectations  
2.20 pm , 10-01-2013,CNBC-TV18,Infosys likely to reduce rev guidance to 3%: ICICI Direct  
1.00 pm , 10-01-2013,CNBC-TV18,"Infosys Q3 net profit seen down 5% QoQ, USD revenue up 4%  "
12.20 pm , 10-01-2013,Moneycontrol.com,Infosys Q3 PAT seen down 8% at Rs 2191cr: KRChoksey  
12.04 pm , 10-01-2013,Moneycontrol.com,Infosys Q3 PAT seen down 6.4% at Rs 2216.9cr: P Lilladher  
11.26 am , 10-01-2013,CNBC-TV18,Expect 120 bps fall in Infosys' margins in Q3: IIFL Inst  
3.57 pm , 09-01-2013,CNBC-TV18,"M&M;, Infosys can see smart upmove: SBI Cap  "
12.47 pm , 09-01-2013,PTI,"LIC ups Infy's stake by over 2%, buys shares worth Rs 3k cr  "
12.35 pm , 09-01-2013,CNBC-TV18,Sell Infosys 2400 Straddle ahead of results: Amit Trivedi  
11.39 am , 14-01-2013,CNBC-TV18,Short Infosys above Rs 2800: Sanjay Dutt  
11.21 am , 14-01-2013,CNBC-TV18,See 10% upside in Infosys: Rajen Shah  
10.00 am , 14-01-2013,Moneycontrol.com,Why Credit Suisse is unimpressed by Infosys Q3 performance  
9.45 am , 14-01-2013,Moneycontrol.com,Accumulate Infosys  target Rs 2850: Angel Broking 
9.38 am , 14-01-2013,Reuters,Infosys rallies for second day on brokerage upgrades  
